Summary Index,Mean Exp Elapsed Time (s),Mean Sim Elapsed Time (s),Sim Clocks,Sim Time (s),N,C,S,Rs,Lambda A,Dist A,Mean A,Stdv A,Num Repl,Num Repl*Virt,Mean of Mean Jobs Waiting,Sdom of Mean Jobs Waiting,Mean of Stdv Jobs Waiting,Mean of Mean Jobs Receiving Service,Sdom of Mean Jobs Receiving Service,Mean of Stdv Jobs Receiving Service,Mean of Mean Jobs in System,Sdom of Mean Jobs in System,Mean of Stdv Jobs in System,Mean of Cov Jobs Waiting and Jobs Receiving Service,Sdom of Cov Jobs Waiting and Jobs Receiving Service,Mean of Mean Wait Time (s),Sdom of Mean Wait Time (s),Mean of Stdv Wait Time (s),Mean of Mean Service Time (s),Sdom of Mean Service Time (s),Mean of Stdv Service Time (s),Mean of Mean Response Time (s),Sdom of Mean Response Time (s),Mean of Stdv Response Time (s),Mean Histogram of Jobs Waiting,[Model] Offered Load,[Model] Rho,[Model] Total Schedule Time (clks),[Model] Service Time (clks),[Model] Vacation Time (clks),[Model] Vacation Context Switch Time (clks),[Model] Mean Service Time (s),[Model] Service Time Second Moment (s),[Model] Service Time Third Moment (s),[Model] Mean Vacation Waiting Time (s),[Model] Service Rate (/s),[Model] Total Achievable Throughput (/s),[Model] Total Achievable Throughput w/ S=0 (/s),[Model] Empty Queue Probability,[Model] Service Time Fraction,[Model] Vacation Time Fraction,[Model] Vacation Context Switch Time Fraction,[Model] Queue Wait Time (s),[Model] Head of Queue Wait Time (s),[Model] Service Wait Time (s),[Model] Total Wait Time (s),[Model] Number in Queue,[Model] Number in Service,[Model] Number in System,[Model] JSON Blob
142,23.232309483467816,17.168595380138868,1000000,1000000.0,100,10,100,33,0.0008,E4,1250.0,625.0,1,100,1.4872072188328245,0.0035727424208653142,1.2061584633223617,0.00801723193764082,1.371791447165022e-05,0.08917607111327365,1.4952094052583957,0.0035824493722312637,1.2072860910307017,-0.002612546755656505,2.1181030453045907e-05,1855.977735054962,3.1710070404513435,1217.1807029989375,10.0,0.0,0.0,1865.977735054962,3.1710070404513435,1217.1807029989375,"[0.24896161360591185,0.29032739054362566,0.25327879516805396,0.14943784776577915,0.04882241904154263,0.008354263804613835,0.0007794023071717994,3.639946423744834e-05,1.8682990635761578e-06]",0.08,0.10424242424242425,4300.0,330,3970.0,1000.0,10.0,100.0,1000.0,1654.5059790291925,0.007674418604651163,0.7674418604651163,1.0,0.8957575757575758,0.07674418604651163,0.9232558139534883,0.23255813953488372,1847.0912485779213,1847.0465936388143,10.0,1857.0912485779213,1.4776729988623372,0.008,1.4856729988623372,"{""calculations"":{""NTOT"":1.4856729988623372,""ps"":0.07674418604651163,""Nq"":1.4776729988623372,""rho"":0.10424242424242425,""pcs"":0.23255813953488372,""p0"":0.8957575757575758,""muS"":0.007674418604651163,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":330,""WTOT"":1857.0912485779213,""Wq"":1847.0912485779213,""pv"":0.9232558139534883,""TTOT"":0.7674418604651163,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":1847.0465936388143,""V"":1654.5059790291925,""Ns"":0.008,""Ws"":10.0,""TT"":4300.0,""Rs_min"":1,""offered_load"":0.08,""TV"":3970.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":33,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
143,24.176830225629146,17.76038958862091,1000000,1000000.0,100,10,100,34,0.0008,E4,1250.0,625.0,1,100,1.5208227441848239,0.0033543179833107825,1.2271914537863808,0.008017523613765565,1.397987990033208e-05,0.08917755260045963,1.528824631033507,0.0033634657914768627,1.2282686288351967,-0.0026513163507866774,2.2519264525271495e-05,1898.0042316460579,3.152482647880061,1247.1502539250098,10.0,0.0,0.0,1908.0042316460579,3.152482647880061,1247.1502539250098,"[0.24505897044311528,0.2840013825302985,0.252104224459703,0.15450130216415245,0.05355052408873476,0.009831685557640614,0.0009086278795669555,4.328287678857361e-05]",0.08,0.10352941176470588,4400.0,340,4060.0,1000.0,10.0,100.0,1000.0,1691.9206511481598,0.007727272727272728,0.7727272727272727,1.0,0.8964705882352941,0.07727272727272727,0.9227272727272727,0.22727272727272727,1887.3576817269497,1887.3130623043776,10.0,1897.3576817269497,1.50988614538156,0.008,1.51788614538156,"{""calculations"":{""NTOT"":1.51788614538156,""ps"":0.07727272727272727,""Nq"":1.50988614538156,""rho"":0.10352941176470588,""pcs"":0.22727272727272727,""p0"":0.8964705882352941,""muS"":0.007727272727272728,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":340,""WTOT"":1897.3576817269497,""Wq"":1887.3576817269497,""pv"":0.9227272727272727,""TTOT"":0.7727272727272727,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":1887.3130623043776,""V"":1691.9206511481598,""Ns"":0.008,""Ws"":10.0,""TT"":4400.0,""Rs_min"":1,""offered_load"":0.08,""TV"":4060.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":34,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
144,24.516077113152733,18.237774004796847,1000000,1000000.0,100,10,100,35,0.0008,E4,1250.0,625.0,1,100,1.5493379126716604,0.0037441180631249725,1.2474492041809746,0.008018448738866034,1.4021255602831822e-05,0.0891826366319601,1.5573408006918064,0.003754820381307418,1.2485337169780206,-0.002620618559141233,2.077566951851651e-05,1933.4556600616768,2.9866442363989805,1273.3209450187985,10.0,0.0,0.0,1943.4556600616768,2.9866442363989805,1273.3209450187985,"[0.24276803390274587,0.2785761264201941,0.24915492943135312,0.15943785107594532,0.05737001252888675,0.011541313553434315,0.0011096378735426997,4.209521389798493e-05]",0.08,0.10285714285714287,4500.0,350,4150.0,1000.0,10.0,100.0,1000.0,1729.3273469387757,0.0077777777777777776,0.7777777777777778,1.0,0.8971428571428571,0.07777777777777778,0.9222222222222223,0.2222222222222222,1927.6387625113741,1927.594176524113,10.0,1937.6387625113741,1.5421110100090993,0.008,1.5501110100090993,"{""calculations"":{""NTOT"":1.5501110100090993,""ps"":0.07777777777777778,""Nq"":1.5421110100090993,""rho"":0.10285714285714287,""pcs"":0.2222222222222222,""p0"":0.8971428571428571,""muS"":0.0077777777777777776,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":350,""WTOT"":1937.6387625113741,""Wq"":1927.6387625113741,""pv"":0.9222222222222223,""TTOT"":0.7777777777777778,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":1927.594176524113,""V"":1729.3273469387757,""Ns"":0.008,""Ws"":10.0,""TT"":4500.0,""Rs_min"":1,""offered_load"":0.08,""TV"":4150.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":35,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
145,23.526523343050485,17.316233487775662,1000000,1000000.0,100,10,100,36,0.0008,E4,1250.0,625.0,1,100,1.5813378808535847,0.003971184735780574,1.2691118936067438,0.008016153723595891,1.3736278028353407e-05,0.08917011125181812,1.5893382646026357,0.003981483810004214,1.270168964896832,-0.0026307267274301746,2.290597401764122e-05,1973.4137004944323,3.2707077222511374,1300.219469657613,10.0,0.0,0.0,1983.4137004944323,3.2707077222511374,1300.219469657613,"[0.23955334025469205,0.2735933426758992,0.24600504970982354,0.16377773141562454,0.06263316545479213,0.012835021386366417,0.0015205128828777077,8.183621992457498e-05]",0.08,0.10222222222222221,4600.0,360,4240.0,1000.0,10.0,100.0,1000.0,1766.7266559312936,0.00782608695652174,0.782608695652174,1.0,0.8977777777777778,0.0782608695652174,0.9217391304347826,0.21739130434782608,1967.933156359114,1967.8886019036686,10.0,1977.933156359114,1.5743465250872912,0.008,1.5823465250872912,"{""calculations"":{""NTOT"":1.5823465250872912,""ps"":0.0782608695652174,""Nq"":1.5743465250872912,""rho"":0.10222222222222221,""pcs"":0.21739130434782608,""p0"":0.8977777777777778,""muS"":0.00782608695652174,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":360,""WTOT"":1977.933156359114,""Wq"":1967.933156359114,""pv"":0.9217391304347826,""TTOT"":0.782608695652174,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":1967.8886019036686,""V"":1766.7266559312936,""Ns"":0.008,""Ws"":10.0,""TT"":4600.0,""Rs_min"":1,""offered_load"":0.08,""TV"":4240.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":36,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
146,24.270319481945535,17.945264900985876,1000000,1000000.0,100,10,100,37,0.0008,E4,1250.0,625.0,1,100,1.6193678576574435,0.00409402803178025,1.2913809803497542,0.008018309330296977,1.4073432455491289e-05,0.08918184387671349,1.627369843126694,0.004104481685096726,1.292415596009223,-0.002637118377581857,2.4645024399284942e-05,2020.9000523206187,3.38496364385943,1328.7287445678205,10.0,0.0,0.0,2030.9000523206187,3.3849636438594297,1328.7287445678205,"[0.23495798995563583,0.26727461437240924,0.24506512902543667,0.1682620273854273,0.06718418999079451,0.015218661761820617,0.0019136288846531976,0.00011967572166539152,4.082902157244076e-06]",0.08,0.10162162162162162,4700.0,370,4330.0,1000.0,10.0,100.0,1000.0,1804.119112257744,0.007872340425531916,0.7872340425531915,1.0,0.8983783783783784,0.07872340425531915,0.9212765957446809,0.2127659574468085,2008.239685726129,2008.1951610570557,10.0,2018.239685726129,1.6065917485809034,0.008,1.6145917485809034,"{""calculations"":{""NTOT"":1.6145917485809034,""ps"":0.07872340425531915,""Nq"":1.6065917485809034,""rho"":0.10162162162162162,""pcs"":0.2127659574468085,""p0"":0.8983783783783784,""muS"":0.007872340425531916,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":370,""WTOT"":2018.239685726129,""Wq"":2008.239685726129,""pv"":0.9212765957446809,""TTOT"":0.7872340425531915,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":2008.1951610570557,""V"":1804.119112257744,""Ns"":0.008,""Ws"":10.0,""TT"":4700.0,""Rs_min"":1,""offered_load"":0.08,""TV"":4330.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":37,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
147,23.207623524777773,17.01950331676244,1000000,1000000.0,100,10,100,38,0.0008,E4,1250.0,625.0,1,100,1.6509910914215515,0.0039047832589869484,1.3153886789756823,0.008018018584710164,1.3730478931361999e-05,0.08918040326968746,1.6589925768131373,0.003914387103850317,1.3163999147250762,-0.002643207768465303,2.2786464520802888e-05,2060.5065574715045,3.4068461208158154,1355.4654180804923,10.0,0.0,0.0,2070.5065574715045,3.4068461208158163,1355.4654180804923,"[0.23300466134882342,0.26157765133871935,0.24236680582343403,0.1700445438996022,0.0731944062295639,0.017294334711150983,0.0023404825684295557,0.0001602602922282164,1.6853788048347013e-05]",0.08,0.10105263157894737,4800.0,380,4420.0,1000.0,10.0,100.0,1000.0,1841.505200831025,0.007916666666666667,0.7916666666666667,1.0,0.8989473684210526,0.07916666666666666,0.9208333333333334,0.20833333333333334,2048.5573077160116,2048.512811228892,10.0,2058.5573077160116,1.6388458461728093,0.008,1.6468458461728093,"{""calculations"":{""NTOT"":1.6468458461728093,""ps"":0.07916666666666666,""Nq"":1.6388458461728093,""rho"":0.10105263157894737,""pcs"":0.20833333333333334,""p0"":0.8989473684210526,""muS"":0.007916666666666667,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":380,""WTOT"":2058.5573077160116,""Wq"":2048.5573077160116,""pv"":0.9208333333333334,""TTOT"":0.7916666666666667,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":2048.512811228892,""V"":1841.505200831025,""Ns"":0.008,""Ws"":10.0,""TT"":4800.0,""Rs_min"":1,""offered_load"":0.08,""TV"":4420.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":38,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
148,23.675510295302956,16.919274237368427,1000000,1000000.0,100,10,100,39,0.0008,E4,1250.0,625.0,1,100,1.679218582553215,0.003918859127215637,1.336326593217713,0.008016499324974712,1.3942894673988655e-05,0.08917191974813396,1.687218367214455,0.003928594291427296,1.337354221390061,-0.002598314903199295,2.299938788899822e-05,2095.6886633564336,3.548655491637345,1381.0257683154966,10.0,0.0,0.0,2105.6886633564336,3.548655491637345,1381.0257683154966,"[0.23142695918592404,0.25684224739166756,0.23845929569424876,0.1731514728989351,0.0778707536653381,0.019260233351160956,0.002711803312774077,0.00026869930237678015,8.535197574810591e-06]",0.08,0.10051282051282051,4900.0,390,4510.0,1000.0,10.0,100.0,1000.0,1878.8853627447036,0.007959183673469388,0.7959183673469388,1.0,0.8994871794871795,0.07959183673469387,0.9204081632653062,0.20408163265306123,2088.8850954117283,2088.840625628376,10.0,2098.8850954117283,1.6711080763293829,0.008,1.6791080763293829,"{""calculations"":{""NTOT"":1.6791080763293829,""ps"":0.07959183673469387,""Nq"":1.6711080763293829,""rho"":0.10051282051282051,""pcs"":0.20408163265306123,""p0"":0.8994871794871795,""muS"":0.007959183673469388,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":390,""WTOT"":2098.8850954117283,""Wq"":2088.8850954117283,""pv"":0.9204081632653062,""TTOT"":0.7959183673469388,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":2088.840625628376,""V"":1878.8853627447036,""Ns"":0.008,""Ws"":10.0,""TT"":4900.0,""Rs_min"":1,""offered_load"":0.08,""TV"":4510.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":39,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
149,23.90477476886008,17.77674781292035,1000000,1000000.0,100,10,100,40,0.0008,E4,1250.0,625.0,1,100,1.710956962027607,0.004089202614785191,1.3545216785732819,0.008016259238779256,1.4155390733488487e-05,0.08917049128484857,1.7189563450783167,0.004098756820139332,1.3555142494716261,-0.002627373877380577,2.5341611377557995e-05,2135.311513087713,3.7154639862327037,1411.3297414145613,10.0,0.0,0.0,2145.311513087713,3.7154639862327037,1411.3297414145613,"[0.22859194825296963,0.2512925829877875,0.23638434930416366,0.17629122688825144,0.0826560593820353,0.021558249391809656,0.002978322217022132,0.00023906803184094201,8.193544119505752e-06]",0.08,0.1,5000.0,400,4600.0,1000.0,10.0,100.0,1000.0,1916.26,0.008,0.8,1.0,0.9,0.08,0.92,0.2,2129.222222222222,2129.177777777778,10.0,2139.222222222222,1.7033777777777779,0.008,1.7113777777777779,"{""calculations"":{""NTOT"":1.7113777777777779,""ps"":0.08,""Nq"":1.7033777777777779,""rho"":0.1,""pcs"":0.2,""p0"":0.9,""muS"":0.008,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":400,""WTOT"":2139.222222222222,""Wq"":2129.222222222222,""pv"":0.92,""TTOT"":0.8,""Rs_gt_f"":0.8695652173913042,""TCS"":1000.0,""X2"":100.0,""Wh"":2129.177777777778,""V"":1916.26,""Ns"":0.008,""Ws"":10.0,""TT"":5000.0,""Rs_min"":1,""offered_load"":0.08,""TV"":4600.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":40,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.0008}}"
150,90.82979966727589,59.24716912345002,1000000,1000000.0,100,10,100,11,0.005,E4,200.0,100.0,1,100,6.751009905325864,0.05345534002270904,3.9369935358105956,0.049964010118177964,3.644622464907725e-05,0.21786903243447267,6.800926122507062,0.053482476304772084,3.938615264644271,-0.017363794438303923,0.0001289765147373683,1350.7792068683018,9.950677433978662,741.4883219960036,10.0,0.0,0.0,1360.7792068683018,9.950677433978662,741.4883219960036,"[0.028484592509228735,0.0556334654133701,0.06916009867080328,0.07890402728712372,0.0857126544457604,0.09043978261202017,0.09337930727616808,0.09352007772217857,0.09073412775633924,0.08160621398569708,0.06709505268384325,0.05069749443167854,0.03597824093135528,0.024959088809452787,0.01698608669781281,0.0115771393768192,0.007898431790030053,0.005590411627670663,0.003766436917059635,0.002527968813396231,0.0017568557750970123,0.0012840110639836724,0.0008627720929984352,0.000572593196143897,0.00037202844476931306,0.00022017993235569572,9.939338422317816e-05,5.300383918967875e-05,3.6974973423184915e-05,2.8249021788368798e-05,2.768069683129508e-05,1.9249353325605076e-05,1.051949372607311e-05,3.998609310171901e-06,1.7903650264595018e-06]",0.5,0.9545454545454546,2100.0,110,1990.0,1000.0,10.0,100.0,1000.0,215.556080283353,0.005238095238095238,0.5238095238095238,1.0,0.045454545454545414,0.05238095238095238,0.9476190476190476,0.47619047619047616,4747.73376623377,4742.23376623377,10.0,4757.73376623377,23.73866883116885,0.05,23.788668831168852,"{""calculations"":{""NTOT"":23.788668831168852,""ps"":0.05238095238095238,""Nq"":23.73866883116885,""rho"":0.9545454545454546,""pcs"":0.47619047619047616,""p0"":0.045454545454545414,""muS"":0.005238095238095238,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":110,""WTOT"":4757.73376623377,""Wq"":4747.73376623377,""pv"":0.9476190476190476,""TTOT"":0.5238095238095238,""Rs_gt_f"":10.0,""TCS"":1000.0,""X2"":100.0,""Wh"":4742.23376623377,""V"":215.556080283353,""Ns"":0.05,""Ws"":10.0,""TT"":2100.0,""Rs_min"":11,""offered_load"":0.5,""TV"":1990.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":11,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.005}}"
151,91.06012698541326,59.84221493234463,1000000,1000000.0,100,10,100,12,0.005,E4,200.0,100.0,1,100,5.8431393987526326,0.01716054092182146,3.470928725082751,0.04997710433896978,3.6722592310478346e-05,0.2178960541262189,5.893066852847511,0.017190157210349964,3.472786508300832,-0.01727431355814866,0.0001346743252778739,1169.349263328369,2.791230881199449,647.4630724822854,10.0,0.0,0.0,1179.349263328369,2.791230881199449,647.4630724822854,"[0.043099675421762615,0.07483190630872084,0.08480918154439405,0.09029179559465804,0.09256925139334697,0.0947486496743244,0.0943364123401354,0.09417273985722141,0.09007062664078139,0.08036072173666267,0.06326990222349055,0.04309542303033857,0.02604893568603846,0.014085557320215509,0.007157461453896726,0.0036209569086083026,0.0017812815772862338,0.0008803430718272452,0.000450494290207785,0.00020410434309095222,7.877834731934749e-05,3.172311705368392e-05,2.5877798742468716e-06,1.4903387444473804e-06]",0.5,0.9166666666666666,2200.0,120,2080.0,1000.0,10.0,100.0,1000.0,240.85101010101013,0.005454545454545455,0.5454545454545455,1.0,0.08333333333333337,0.05454545454545454,0.9454545454545454,0.45454545454545453,2893.21212121212,2890.21212121212,10.0,2903.21212121212,14.466060606060601,0.05,14.5160606060606,"{""calculations"":{""NTOT"":14.5160606060606,""ps"":0.05454545454545454,""Nq"":14.466060606060601,""rho"":0.9166666666666666,""pcs"":0.45454545454545453,""p0"":0.08333333333333337,""muS"":0.005454545454545455,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":120,""WTOT"":2903.21212121212,""Wq"":2893.21212121212,""pv"":0.9454545454545454,""TTOT"":0.5454545454545455,""Rs_gt_f"":10.0,""TCS"":1000.0,""X2"":100.0,""Wh"":2890.21212121212,""V"":240.85101010101013,""Ns"":0.05,""Ws"":10.0,""TT"":2200.0,""Rs_min"":11,""offered_load"":0.5,""TV"":2080.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":12,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.005}}"
152,95.97186667579263,63.753131473413305,1000000,1000000.0,100,10,100,13,0.005,E4,200.0,100.0,1,100,5.715959010379025,0.009966097404484193,3.472568842215353,0.049975310597827796,3.766185785034877e-05,0.21789226587555072,5.765884042612344,0.009997383553525283,3.4744096905041006,-0.017336072548100497,0.00013267231759160492,1143.9326668955111,1.3696070148091766,647.5997039528487,10.0,0.0,0.0,1153.9326668955111,1.3696070148091766,647.5997039528487,"[0.05108045836428408,0.0815353034537496,0.0873061655152596,0.08972211391198677,0.09077717570104984,0.09112256849401768,0.09112919587472484,0.090742571763945,0.08804468896018303,0.07973836657002159,0.06506742289241225,0.04494277109027433,0.026411330450768742,0.01308672704214609,0.005657369799195714,0.002279516173888441,0.0008621018090947445,0.00032411218803123006,0.00011217380491513003,4.090876974282297e-05,1.339469985409496e-05,2.8693413213646706e-06,6.933291331753367e-07]",0.5,0.8846153846153846,2300.0,130,2170.0,1000.0,10.0,100.0,1000.0,265.81155132492927,0.005652173913043478,0.5652173913043479,1.0,0.11538461538461542,0.05652173913043478,0.9434782608695652,0.43478260869565216,2305.8667781493864,2303.70011148272,10.0,2315.8667781493864,11.529333890746932,0.05,11.579333890746932,"{""calculations"":{""NTOT"":11.579333890746932,""ps"":0.05652173913043478,""Nq"":11.529333890746932,""rho"":0.8846153846153846,""pcs"":0.43478260869565216,""p0"":0.11538461538461542,""muS"":0.005652173913043478,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":130,""WTOT"":2315.8667781493864,""Wq"":2305.8667781493864,""pv"":0.9434782608695652,""TTOT"":0.5652173913043479,""Rs_gt_f"":10.0,""TCS"":1000.0,""X2"":100.0,""Wh"":2303.70011148272,""V"":265.81155132492927,""Ns"":0.05,""Ws"":10.0,""TT"":2300.0,""Rs_min"":11,""offered_load"":0.5,""TV"":2170.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":13,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.005}}"
153,95.28880423349892,62.757343391408995,1000000,1000000.0,100,10,100,14,0.005,E4,200.0,100.0,1,100,5.7849258680572815,0.007619715805038604,3.557322695335107,0.04997764989624813,3.759125637352042e-05,0.21789710319790614,5.834852812210346,0.0076499179780583,3.559160583188794,-0.01719174211843979,0.000132542218479236,1157.7439971768738,0.9604954964796528,666.0977594767143,10.0,0.0,0.0,1167.7439971768738,0.9604954964796528,666.0977594767143,"[0.054684201497632624,0.08244025558999764,0.08624358552787058,0.08732347918656745,0.08768154559834754,0.08768800580782475,0.08774392128589822,0.08733652631781094,0.08537030826984676,0.07979478287385501,0.0677691147130263,0.04986154299916818,0.030343722007071798,0.015495165823826085,0.006678198676855789,0.002464047884002307,0.0007586078803654472,0.0002306340770978621,7.214311790838354e-05,1.9482841821645464e-05,7.280232049832855e-07]",0.5,0.8571428571428571,2400.0,140,2260.0,1000.0,10.0,100.0,1000.0,290.420918367347,0.005833333333333334,0.5833333333333334,1.0,0.1428571428571429,0.058333333333333334,0.9416666666666667,0.4166666666666667,2034.6964285714282,2032.9464285714282,10.0,2044.6964285714282,10.173482142857141,0.05,10.223482142857142,"{""calculations"":{""NTOT"":10.223482142857142,""ps"":0.058333333333333334,""Nq"":10.173482142857141,""rho"":0.8571428571428571,""pcs"":0.4166666666666667,""p0"":0.1428571428571429,""muS"":0.005833333333333334,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":140,""WTOT"":2044.6964285714282,""Wq"":2034.6964285714282,""pv"":0.9416666666666667,""TTOT"":0.5833333333333334,""Rs_gt_f"":10.0,""TCS"":1000.0,""X2"":100.0,""Wh"":2032.9464285714282,""V"":290.420918367347,""Ns"":0.05,""Ws"":10.0,""TT"":2400.0,""Rs_min"":11,""offered_load"":0.5,""TV"":2260.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":14,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.005}}"
154,94.75237229871391,62.4587969979425,1000000,1000000.0,100,10,100,15,0.005,E4,200.0,100.0,1,100,5.921411963689088,0.006446123572865513,3.6749554107126103,0.04997635249757336,3.8601696262045596e-05,0.21789433136840494,5.971335025620076,0.006478048219963155,3.6768244915375345,-0.016859801360206792,0.00013945532940874879,1185.0913977816324,0.7014536724391321,689.5789841761592,10.0,0.0,0.0,1195.0913977816324,0.7014536724391321,689.5789841761592,"[0.05728338553349423,0.08170050384418862,0.08358633761994169,0.08428833936369727,0.0843026995908776,0.08416845943466479,0.08405680901308507,0.0841280504201924,0.08294381013542858,0.07924564244665287,0.06981628799767711,0.05477827688973284,0.03615602273450546,0.019615010841265143,0.00904022236140072,0.0033335398056459713,0.001132525966780115,0.00031517249692511934,8.790251471856031e-05,1.6099854790051268e-05,4.64057068330392e-06,2.6056365239480164e-07]",0.5,0.8333333333333334,2500.0,150,2350.0,1000.0,10.0,100.0,1000.0,314.68888888888887,0.006,0.6,1.0,0.16666666666666663,0.06,0.94,0.4,1889.6333333333337,1888.1333333333337,10.0,1899.6333333333337,9.448166666666669,0.05,9.498166666666668,"{""calculations"":{""NTOT"":9.498166666666668,""ps"":0.06,""Nq"":9.448166666666669,""rho"":0.8333333333333334,""pcs"":0.4,""p0"":0.16666666666666663,""muS"":0.006,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":150,""WTOT"":1899.6333333333337,""Wq"":1889.6333333333337,""pv"":0.94,""TTOT"":0.6,""Rs_gt_f"":10.0,""TCS"":1000.0,""X2"":100.0,""Wh"":1888.1333333333337,""V"":314.68888888888887,""Ns"":0.05,""Ws"":10.0,""TT"":2500.0,""Rs_min"":11,""offered_load"":0.5,""TV"":2350.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":15,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.005}}"
155,92.32206816788175,61.18431092499213,1000000,1000000.0,100,10,100,16,0.005,E4,200.0,100.0,1,100,6.098622387665989,0.006534078705780042,3.7981275281689904,0.049975412851075755,3.7228896786979376e-05,0.2178925153637239,6.148543215959046,0.006565523499573123,3.799903544246956,-0.01698281550558894,0.000142741663388308,1220.6108673752126,0.7013942487193623,715.1392833891172,10.0,0.0,0.0,1230.6108673752126,0.7013942487193623,715.1392833891172,"[0.05808151601933395,0.07994202935897389,0.08056557917025971,0.08093545937169698,0.08134138026361924,0.08088000568812796,0.0810666274245605,0.08107227665134564,0.08017693528536324,0.07819065059933672,0.07144273689181722,0.05896803586390564,0.042388416628115044,0.0253295011811583,0.012339902801472947,0.005038290148310734,0.0016681401216057335,0.00044094923868586713,0.00010593527602531939,2.1120355142332478e-05,2.1238569309938326e-06,2.3878042121334965e-06]",0.5,0.8125,2600.0,160,2440.0,1000.0,10.0,100.0,1000.0,338.6370192307692,0.006153846153846154,0.6153846153846154,1.0,0.1875,0.06153846153846154,0.9384615384615385,0.38461538461538464,1807.3974358974358,1806.0641025641025,10.0,1817.3974358974358,9.036987179487179,0.05,9.08698717948718,"{""calculations"":{""NTOT"":9.08698717948718,""ps"":0.06153846153846154,""Nq"":9.036987179487179,""rho"":0.8125,""pcs"":0.38461538461538464,""p0"":0.1875,""muS"":0.006153846153846154,""TTOT0"":1.0,""X3"":1000.0,""X"":10.0,""TS"":160,""WTOT"":1817.3974358974358,""Wq"":1807.3974358974358,""pv"":0.9384615384615385,""TTOT"":0.6153846153846154,""Rs_gt_f"":10.0,""TCS"":1000.0,""X2"":100.0,""Wh"":1806.0641025641025,""V"":338.6370192307692,""Ns"":0.05,""Ws"":10.0,""TT"":2600.0,""Rs_min"":11,""offered_load"":0.5,""TV"":2440.0},""parameters"":{""N"":100,""C"":10,""S"":100,""Rs"":16,""f_clk"":1.0,""t_clk"":1.0,""lambd"":0.005}}"
