run_index,sort_order,timestamp,elapsed_time[s],peak_mem_MB,CSLOW_MODE,Allow_BRAM,UseDSP48s,NUM_TERMS,NUM_COPIES,PAR_MODE,repl_index,Slices,Slice-FF,4-LUT,Bonded I/O,DSP48,BRAMs,Syn_minorClk_T,Syn_majorClk_T,Par_minorClk_T,Par_majorClk_T,Syn_minorClk_Freq,Syn_majorClk_Freq,Par_minorClk_Freq,Par_majorClk_Freq,Syn_selClk_T,Par_selClk_T,Syn_selClk_Freq,Par_selClk_Freq,Stream_Freq,Total_Throughput
2378,1948,Sun Feb  9 22:46:03 2014,2451.3718631267548,2429.0,MANPIPE,NO,No,12,8,REPL,8,37062,676,72895,73,0,0,,1.36076e-07,,1.87397e-07,,7348834.474852288,,5336264.7214203,1.36076e-07,1.87397e-07,7348834.474852288,5336264.7214203,5336264.7214203,42690117.7713624
2396,2128,Sun Feb  9 22:54:22 2014,2102.5033910274506,2238.0,MANPIPE,NO,No,16,5,REPL,8,32444,435,63804,73,0,0,,1.8475500000000002e-07,,2.68098e-07,,5412573.408026846,,3729979.3359144786,1.8475500000000002e-07,2.68098e-07,5412573.408026846,3729979.3359144786,3729979.3359144786,18649896.679572392
2433,2498,Sun Feb  9 23:18:48 2014,743.8218548297882,1243.0,MANPIPE,NO,No,24,1,VIRT,8,10248,107,20103,58,0,0,2.81873e-07,3.3060000000000004e-09,3.8541300000000004e-07,3.2870000000000003e-09,3547697.0124843456,302480338.7779794,2594619.2785401633,304228780.042592,2.81873e-07,3.8541300000000004e-07,3547697.0124843456,2594619.2785401633,2594619.2785401633,2594619.2785401633
2434,2508,Sun Feb  9 23:19:18 2014,776.9882569313049,1247.0,MANPIPE,NO,No,24,1,REPL,8,10243,90,20102,57,0,0,,2.8207000000000004e-07,,3.87623e-07,,3545219.271811961,,2579826.274498675,2.8207000000000004e-07,3.87623e-07,3545219.271811961,2579826.274498675,2579826.274498675,2579826.274498675
2443,2598,Sun Feb  9 23:24:03 2014,503.88735604286194,1056.0,MANPIPE,NO,No,24,7,VIRT,8,6871,1024,11992,74,27,0,4.2903000000000004e-08,4.706000000000001e-09,6.085e-08,5.2520000000000005e-09,23308393.352446213,212494687.63280913,16433853.738701724,190403655.75019038,4.2903000000000004e-08,6.085e-08,23308393.352446213,16433853.738701724,2347693.3912431034,16433853.738701724
2442,2588,Sun Feb  9 23:23:34 2014,537.4035639762878,1082.0,MANPIPE,NO,No,24,6,VIRT,8,7598,928,13487,74,23,0,4.908100000000001e-08,4.6020000000000004e-09,7.192000000000001e-08,5.478e-09,20374482.997493934,217296827.46631896,13904338.153503891,182548375.31945965,4.908100000000001e-08,7.192000000000001e-08,20374482.997493934,13904338.153503891,2317389.6922506485,13904338.153503891
2447,2638,Sun Feb  9 23:25:49 2014,397.90005683898926,998.0,MANPIPE,NO,No,24,12,VIRT,8,5463,1635,9110,74,35,0,2.7112e-08,5.4490000000000005e-09,3.6318e-08,5.229e-09,36884036.58896429,183519911.91044226,27534555.867613856,191241155.09657678,2.7112e-08,3.6318e-08,36884036.58896429,27534555.867613856,2294546.3223011545,27534555.867613856
2445,2618,Sun Feb  9 23:25:06 2014,448.27314615249634,1028.0,MANPIPE,NO,No,24,9,VIRT,8,6154,1136,10516,74,31,0,3.3156e-08,5.065000000000001e-09,4.727100000000001e-08,6.181e-09,30160453.613222342,197433366.23889434,21154619.1110829,161786118.75101116,3.3156e-08,4.727100000000001e-08,30160453.613222342,21154619.1110829,2350513.2345647668,21154619.1110829
2446,2628,Sun Feb  9 23:25:18 2014,432.423593044281,1025.0,MANPIPE,NO,No,24,10,VIRT,8,6136,1410,10259,74,32,0,3.123400000000001e-08,5.157e-09,4.3122e-08,6.1230000000000005e-09,32016392.39290516,193911188.67558658,23190019.015815593,163318634.65621427,3.123400000000001e-08,4.3122e-08,32016392.39290516,23190019.015815593,2319001.9015815593,23190019.015815593
2444,2608,Sun Feb  9 23:25:05 2014,465.03135895729065,1038.0,MANPIPE,NO,No,24,8,VIRT,8,6450,1191,11210,74,29,0,3.8825000000000005e-08,4.882e-09,5.4123e-08,5.744e-09,25756600.128783,204834084.39164275,18476433.30931397,174094707.52089137,3.8825000000000005e-08,5.4123e-08,25756600.128783,18476433.30931397,2309554.1636642464,18476433.30931397
2441,2578,Sun Feb  9 23:23:03 2014,588.9606168270111,1108.0,MANPIPE,NO,No,24,5,VIRT,8,8289,671,14890,74,19,0,5.7507e-08,4.51e-09,8.0494e-08,7.135e-09,17389187.403272644,221729490.02217293,12423286.20766765,140154169.5865452,5.7507e-08,8.0494e-08,17389187.403272644,12423286.20766765,2484657.24153353,12423286.20766765
2415,2318,Sun Feb  9 23:06:48 2014,1586.2504200935364,1926.0,MANPIPE,NO,No,20,3,REPL,8,25045,274,49171,73,0,0,,2.3373800000000002e-07,,3.4951e-07,,4278294.500680248,,2861148.4649938485,2.3373800000000002e-07,3.4951e-07,4278294.500680248,2861148.4649938485,2861148.4649938485,8583445.394981544
2448,2648,Sun Feb  9 23:27:03 2014,468.017009973526,998.0,MANPIPE,NO,No,24,14,VIRT,8,5603,1972,8913,74,36,0,2.373e-08,5.726e-09,3.3209e-08,5.544e-09,42140750.10535187,174641983.93293747,30112318.949682314,180375180.3751804,2.373e-08,3.3209e-08,42140750.10535187,30112318.949682314,2150879.924977308,30112318.949682314
2459,29,Sun Feb  9 23:33:18 2014,113.92676401138306,818.0,MANPIPE,NO,Auto,2,1,VIRT,9,145,161,133,58,1,0,7.719000000000001e-09,3.2280000000000004e-09,9.906000000000001e-09,2.593e-09,129550459.90413263,309789343.2465923,100948919.84655763,385653682.99267256,7.719000000000001e-09,9.906000000000001e-09,129550459.90413263,100948919.84655763,100948919.84655763,100948919.84655763
2435,2518,Sun Feb  9 23:19:21 2014,923.1542980670929,1245.0,MANPIPE,NO,No,24,2,VIRT,8,11193,511,21469,74,0,0,1.44248e-07,3.969e-09,1.9988700000000002e-07,3.887e-09,6932505.130053796,251952632.90501386,5002826.5970273195,257267815.79624388,1.44248e-07,1.9988700000000002e-07,6932505.130053796,5002826.5970273195,2501413.2985136597,5002826.5970273195
2460,39,Sun Feb  9 23:33:18 2014,122.34571695327759,817.0,MANPIPE,NO,Auto,2,1,REPL,9,116,128,86,57,1,0,,7.756e-09,,1.409e-08,,128932439.40175349,,70972320.79488999,7.756e-09,1.409e-08,128932439.40175349,70972320.79488999,70972320.79488999,70972320.79488999
2461,49,Sun Feb  9 23:33:22 2014,119.96491599082947,827.0,MANPIPE,NO,Auto,2,2,VIRT,9,253,255,145,74,1,0,6.453000000000001e-09,3.996e-09,1.1155e-08,3.0590000000000003e-09,154966682.16333488,250250250.25025025,89645898.70013447,326904217.0644001,6.453000000000001e-09,1.1155e-08,154966682.16333488,89645898.70013447,44822949.350067236,89645898.70013447
2439,2558,Sun Feb  9 23:22:18 2014,765.0707521438599,1156.0,MANPIPE,NO,No,24,4,VIRT,8,9591,723,17531,74,12,0,7.319100000000001e-08,4.313e-09,1.0254900000000001e-07,4.315000000000001e-09,13662882.048339276,231857175.97959656,9751435.898936117,231749710.31286207,7.319100000000001e-08,1.0254900000000001e-07,13662882.048339276,9751435.898936117,2437858.9747340293,9751435.898936117
2449,2658,Sun Feb  9 23:29:33 2014,404.16530299186707,988.0,MANPIPE,NO,No,24,16,VIRT,8,5158,1938,8133,74,38,0,2.0576000000000002e-08,6.0180000000000005e-09,2.8477e-08,7.074e-09,48600311.04199067,166168162.18012628,35116058.5735857,141362736.7825841,2.0576000000000002e-08,2.8477e-08,48600311.04199067,35116058.5735857,2194753.660849106,35116058.5735857
2462,59,Sun Feb  9 23:34:48 2014,120.94628500938416,828.0,MANPIPE,NO,Auto,2,2,REPL,9,229,244,161,73,2,0,,7.756e-09,,1.3878e-08,,128932439.40175349,,72056492.28995532,7.756e-09,1.3878e-08,128932439.40175349,72056492.28995532,72056492.28995532,144112984.57991064
2463,69,Sun Feb  9 23:35:03 2014,122.77377510070801,827.0,MANPIPE,NO,Auto,2,3,VIRT,9,578,539,452,74,1,0,3.4100000000000004e-09,3.0019999999999998e-09,5.888e-09,4.422e-09,293255131.96480936,333111259.16055965,169836956.52173913,226142017.18679333,3.4100000000000004e-09,5.888e-09,293255131.96480936,169836956.52173913,56612318.84057971,169836956.52173913
2465,89,Sun Feb  9 23:35:18 2014,116.67488098144531,822.0,MANPIPE,NO,Auto,3,1,VIRT,9,173,177,163,58,4,0,1.9093e-08,3.2280000000000004e-09,2.1641e-08,2.7260000000000003e-09,52375216.047766194,309789343.2465923,46208585.55519616,366837857.6669112,1.9093e-08,2.1641e-08,52375216.047766194,46208585.55519616,46208585.55519616,46208585.55519616
2466,99,Sun Feb  9 23:35:33 2014,118.17935180664062,819.0,MANPIPE,NO,Auto,3,1,REPL,9,146,141,104,57,4,0,,1.913e-08,,2.5405e-08,,52273915.316257186,,39362330.2499508,1.913e-08,2.5405e-08,52273915.316257186,39362330.2499508,39362330.2499508,39362330.2499508
2464,79,Sun Feb  9 23:35:18 2014,135.089586019516,826.0,MANPIPE,NO,Auto,2,3,REPL,9,458,452,498,73,3,0,,7.768e-09,,1.0888000000000001e-08,,128733264.67559217,,91844232.18221894,7.768e-09,1.0888000000000001e-08,128733264.67559217,91844232.18221894,91844232.18221894,275532696.54665685
2467,109,Sun Feb  9 23:35:33 2014,129.7063488960266,829.0,MANPIPE,NO,Auto,3,2,VIRT,9,253,272,164,74,4,0,1.0483000000000002e-08,4.0170000000000005e-09,1.5368000000000002e-08,3.51e-09,95392540.30334826,248941996.51481202,65070275.8979698,284900284.9002849,1.0483000000000002e-08,1.5368000000000002e-08,95392540.30334826,65070275.8979698,32535137.9489849,65070275.8979698
2450,2668,Sun Feb  9 23:31:18 2014,385.39692401885986,998.0,MANPIPE,NO,No,24,20,VIRT,8,5618,2760,8012,74,39,0,1.6507000000000003e-08,6.559e-09,2.8818000000000004e-08,6.213000000000001e-09,60580359.84733748,152462265.58926666,34700534.38822957,160952840.81764042,1.6507000000000003e-08,2.8818000000000004e-08,60580359.84733748,34700534.38822957,1735026.7194114786,34700534.38822957
2468,119,Sun Feb  9 23:36:18 2014,128.05298709869385,825.0,MANPIPE,NO,Auto,3,2,REPL,9,270,269,197,73,8,0,,1.913e-08,,2.6253e-08,,52273915.316257186,,38090884.8512551,1.913e-08,2.6253e-08,52273915.316257186,38090884.8512551,38090884.8512551,76181769.7025102
2437,2538,Sun Feb  9 23:22:29 2014,919.8434808254242,1244.0,MANPIPE,NO,No,24,3,VIRT,8,11836,745,22035,74,0,0,9.849800000000001e-08,4.154e-09,1.38295e-07,4.944e-09,10152490.405896565,240731824.74723157,7230919.41140316,202265372.16828477,9.849800000000001e-08,1.38295e-07,10152490.405896565,7230919.41140316,2410306.4704677197,7230919.41140316
2451,2678,Sun Feb  9 23:32:18 2014,393.01397705078125,990.0,MANPIPE,NO,No,24,24,VIRT,8,5751,3279,7758,74,40,0,1.5174e-08,7.114e-09,2.1004000000000004e-08,6.570000000000001e-09,65902201.133517854,140567894.29294348,47609979.05160921,152207001.52207,1.5174e-08,2.1004000000000004e-08,65902201.133517854,47609979.05160921,1983749.1271503838,47609979.05160921
2469,129,Sun Feb  9 23:37:03 2014,142.11075687408447,825.0,MANPIPE,NO,Auto,3,3,VIRT,9,447,467,304,74,4,0,8.814e-09,4.202e-09,1.1265000000000002e-08,3.272e-09,113455865.66825505,237981913.3745835,88770528.18464269,305623471.8826406,8.814e-09,1.1265000000000002e-08,113455865.66825505,88770528.18464269,29590176.061547562,88770528.18464269
2471,149,Sun Feb  9 23:37:18 2014,127.8316261768341,829.0,MANPIPE,NO,Auto,3,4,VIRT,9,447,433,304,74,4,0,7.09e-09,4.0010000000000006e-09,1.2457000000000002e-08,3.799e-09,141043723.55430183,249937515.6210947,80276149.9558481,263227165.0434325,7.09e-09,1.2457000000000002e-08,141043723.55430183,80276149.9558481,20069037.488962024,80276149.9558481
2470,139,Sun Feb  9 23:37:18 2014,134.21071910858154,839.0,MANPIPE,NO,Auto,3,3,REPL,9,537,497,590,73,12,0,,1.9143e-08,,2.4670000000000002e-08,,52238416.1312229,,40535062.82934738,1.9143e-08,2.4670000000000002e-08,52238416.1312229,40535062.82934738,40535062.82934738,121605188.48804215
2453,2698,Sun Feb  9 23:32:33 2014,433.5309159755707,997.0,MANPIPE,NO,No,24,32,VIRT,8,5987,4022,7486,74,42,0,1.2492000000000002e-08,6.002e-09,1.9144e-08,8.256000000000001e-09,80051232.78898494,166611129.62345886,52235687.42164647,121124031.00775193,1.2492000000000002e-08,1.9144e-08,80051232.78898494,52235687.42164647,1632365.2319264521,52235687.42164647
2454,2708,Sun Feb  9 23:32:33 2014,412.8233439922333,998.0,MANPIPE,NO,No,24,36,VIRT,8,6511,4426,7707,74,42,0,1.1671e-08,6.354e-09,1.7534e-08,8.074e-09,85682460.80027418,157381177.21120554,57032052.013231434,123854347.28758979,1.1671e-08,1.7534e-08,85682460.80027418,57032052.013231434,1584223.6670342064,57032052.013231434
2455,2718,Sun Feb  9 23:32:33 2014,435.9787919521332,1000.0,MANPIPE,NO,No,24,40,VIRT,8,6774,4570,7520,74,43,0,1.0553000000000002e-08,6.2930000000000005e-09,1.5593e-08,7.494e-09,94759783.94769259,158906721.7543302,64131340.98634002,133440085.40165465,1.0553000000000002e-08,1.5593e-08,94759783.94769259,64131340.98634002,1603283.5246585007,64131340.98634002
2456,2728,Sun Feb  9 23:32:48 2014,434.5820698738098,1009.0,MANPIPE,NO,No,24,44,VIRT,8,7172,4922,7758,74,43,0,9.798000000000001e-09,6.349e-09,1.5817000000000002e-08,9.602e-09,102061645.23372115,157505118.9163648,63223114.37061389,104144969.79795875,9.798000000000001e-09,1.5817000000000002e-08,102061645.23372115,63223114.37061389,1436888.9629684975,63223114.37061389
2472,159,Sun Feb  9 23:37:33 2014,141.65949606895447,837.0,MANPIPE,NO,Auto,3,4,REPL,9,687,628,786,73,16,0,,1.9143e-08,,2.4572e-08,,52238416.1312229,,40696727.983070165,1.9143e-08,2.4572e-08,52238416.1312229,40696727.983070165,40696727.983070165,162786911.93228066
2475,189,Sun Feb  9 23:37:48 2014,125.61675500869751,829.0,MANPIPE,NO,Auto,4,1,VIRT,9,192,177,179,58,7,0,2.674e-08,3.2280000000000004e-09,3.0528e-08,2.5520000000000003e-09,37397157.81600598,309789343.2465923,32756813.417190775,391849529.78056425,2.674e-08,3.0528e-08,37397157.81600598,32756813.417190775,32756813.417190775,32756813.417190775
2476,199,Sun Feb  9 23:38:03 2014,119.69529891014099,828.0,MANPIPE,NO,Auto,4,1,REPL,9,161,141,120,57,7,0,,2.6777000000000002e-08,,3.3193e-08,,37345483.063823424,,30126833.971017987,2.6777000000000002e-08,3.3193e-08,37345483.063823424,30126833.971017987,30126833.971017987,30126833.971017987
2473,169,Sun Feb  9 23:37:49 2014,143.91465783119202,831.0,MANPIPE,NO,Auto,3,5,VIRT,9,562,566,375,74,4,0,5.026e-09,4.042e-09,6.206000000000001e-09,4.956000000000001e-09,198965380.02387586,247402276.10094014,161134386.077989,201775625.50443903,5.026e-09,6.206000000000001e-09,198965380.02387586,161134386.077989,32226877.2155978,161134386.077989
2474,179,Sun Feb  9 23:37:49 2014,145.0649070739746,849.0,MANPIPE,NO,Auto,3,5,REPL,9,873,780,972,73,20,0,,1.9143e-08,,2.7656e-08,,52238416.1312229,,36158518.94706393,1.9143e-08,2.7656e-08,52238416.1312229,36158518.94706393,36158518.94706393,180792594.73531964
2477,209,Sun Feb  9 23:38:03 2014,138.33090591430664,830.0,MANPIPE,NO,Auto,4,2,VIRT,9,290,272,204,74,7,0,1.4405e-08,3.969e-09,1.8712000000000002e-08,3.3010000000000005e-09,69420340.15966678,251952632.90501386,53441641.72723386,302938503.4837927,1.4405e-08,1.8712000000000002e-08,69420340.15966678,53441641.72723386,26720820.86361693,53441641.72723386
2478,219,Sun Feb  9 23:38:33 2014,129.94608807563782,827.0,MANPIPE,NO,Auto,4,2,REPL,9,310,269,229,73,14,0,,2.6777000000000002e-08,,3.4962000000000006e-08,,37345483.063823424,,28602482.695497964,2.6777000000000002e-08,3.4962000000000006e-08,37345483.063823424,28602482.695497964,28602482.695497964,57204965.39099593
2452,2688,Sun Feb  9 23:32:33 2014,473.598436832428,998.0,MANPIPE,NO,No,24,28,VIRT,8,6051,3690,7686,74,41,0,1.1976000000000001e-08,7.409e-09,2.1696000000000004e-08,8.518e-09,83500334.001336,134970981.2390336,46091445.4277286,117398450.3404555,1.1976000000000001e-08,2.1696000000000004e-08,83500334.001336,46091445.4277286,1646123.0509903072,46091445.4277286
2479,229,Sun Feb  9 23:39:03 2014,124.74753093719482,826.0,MANPIPE,NO,Auto,4,3,VIRT,9,457,468,318,74,7,0,1.0948000000000001e-08,4.202e-09,1.4350000000000001e-08,3.5040000000000003e-09,91340884.17975885,237981913.3745835,69686411.14982578,285388127.85388124,1.0948000000000001e-08,1.4350000000000001e-08,91340884.17975885,69686411.14982578,23228803.716608595,69686411.14982578
2380,1968,Sun Feb  9 22:47:03 2014,3254.586457967758,2656.0,MANPIPE,NO,No,12,9,REPL,8,41672,764,82008,73,0,0,,1.36076e-07,,1.8661500000000003e-07,,7348834.474852288,,5358626.04828122,1.36076e-07,1.8661500000000003e-07,7348834.474852288,5358626.04828122,5358626.04828122,48227634.43453098
2480,239,Sun Feb  9 23:39:33 2014,137.89778399467468,836.0,MANPIPE,NO,Auto,4,3,REPL,9,563,497,637,73,21,0,,2.679e-08,,3.288000000000001e-08,,37327360.95558044,,30413625.304136246,2.679e-08,3.288000000000001e-08,37327360.95558044,30413625.304136246,30413625.304136246,91240875.91240874
2481,249,Sun Feb  9 23:39:33 2014,138.25767302513123,827.0,MANPIPE,NO,Auto,4,4,VIRT,9,459,572,373,74,7,0,8.882e-09,4.2950000000000006e-09,9.69e-09,3.073e-09,112587255.1227201,232828870.7799767,103199174.40660475,325414904.0026033,8.882e-09,9.69e-09,112587255.1227201,103199174.40660475,25799793.601651188,103199174.40660475
2482,259,Sun Feb  9 23:39:33 2014,152.28520584106445,849.0,MANPIPE,NO,Auto,4,4,REPL,9,730,628,850,73,28,0,,2.679e-08,,3.3053e-08,,37327360.95558044,,30254439.83904638,2.679e-08,3.3053e-08,37327360.95558044,30254439.83904638,30254439.83904638,121017759.35618553
2483,269,Sun Feb  9 23:39:48 2014,132.6144359111786,832.0,MANPIPE,NO,Auto,4,5,VIRT,9,497,564,389,74,7,0,7.818000000000001e-09,4.558e-09,9.479e-09,3.549e-09,127909951.39421846,219394471.25932425,105496360.37556705,281769512.5387433,7.818000000000001e-09,9.479e-09,127909951.39421846,105496360.37556705,21099272.07511341,105496360.37556705
2485,289,Sun Feb  9 23:40:03 2014,133.40747094154358,833.0,MANPIPE,NO,Auto,4,6,VIRT,9,582,658,458,74,7,0,7.582e-09,4.3570000000000006e-09,9.970000000000001e-09,4.089000000000001e-09,131891321.55104195,229515721.82694513,100300902.70812437,244558571.77794075,7.582e-09,9.970000000000001e-09,131891321.55104195,100300902.70812437,16716817.118020728,100300902.70812437
2487,309,Sun Feb  9 23:40:03 2014,136.8579249382019,835.0,MANPIPE,NO,Auto,4,7,VIRT,9,705,790,506,74,7,0,5.094000000000001e-09,4.628e-09,6.708e-09,5.107000000000001e-09,196309383.5885355,216076058.77268797,149075730.4710793,195809672.99784607,5.094000000000001e-09,6.708e-09,196309383.5885355,149075730.4710793,21296532.9244399,149075730.4710793
2484,279,Sun Feb  9 23:39:48 2014,169.0938470363617,857.0,MANPIPE,NO,Auto,4,5,REPL,9,902,780,1051,73,35,0,,2.679e-08,,3.6048000000000006e-08,,37327360.95558044,,27740790.05770084,2.679e-08,3.6048000000000006e-08,37327360.95558044,27740790.05770084,27740790.05770084,138703950.28850418
2489,329,Sun Feb  9 23:40:18 2014,135.8176200389862,828.0,MANPIPE,NO,Auto,8,1,VIRT,9,232,199,258,58,19,0,5.7211e-08,3.3060000000000004e-09,6.7628e-08,2.6410000000000003e-09,17479156.106343184,302480338.7779794,14786774.708700538,378644452.8587656,5.7211e-08,6.7628e-08,17479156.106343184,14786774.708700538,14786774.708700538,14786774.708700538
2490,339,Sun Feb  9 23:40:18 2014,142.93923902511597,827.0,MANPIPE,NO,Auto,8,1,REPL,9,192,141,179,57,19,0,,5.7248000000000004e-08,,6.540300000000001e-08,,17467859.1391839,,15289818.509854287,5.7248000000000004e-08,6.540300000000001e-08,17467859.1391839,15289818.509854287,15289818.509854287,15289818.509854287
2491,349,Sun Feb  9 23:40:18 2014,144.90776586532593,828.0,MANPIPE,NO,Auto,8,2,VIRT,9,280,240,255,74,19,0,3.0008e-08,3.969e-09,3.4549e-08,4.126000000000001e-09,33324446.814182885,251952632.90501386,28944397.811803523,242365487.15462914,3.0008e-08,3.4549e-08,33324446.814182885,28944397.811803523,14472198.905901762,28944397.811803523
2436,2528,Sun Feb  9 23:20:50 2014,1331.5619430541992,1705.0,MANPIPE,NO,No,24,2,REPL,8,20470,171,40192,73,0,0,,2.8191000000000007e-07,,3.84405e-07,,3547231.3859033016,,2601422.978369168,2.8191000000000007e-07,3.84405e-07,3547231.3859033016,2601422.978369168,2601422.978369168,5202845.956738336
2486,299,Sun Feb  9 23:40:03 2014,177.49211812019348,862.0,MANPIPE,NO,Auto,4,6,REPL,9,1087,859,1243,73,42,0,,2.679e-08,,3.5728e-08,,37327360.95558044,,27989252.12718316,2.679e-08,3.5728e-08,37327360.95558044,27989252.12718316,27989252.12718316,167935512.76309896
2492,359,Sun Feb  9 23:40:33 2014,158.02941584587097,840.0,MANPIPE,NO,Auto,8,2,REPL,9,391,269,349,73,38,0,,5.7248000000000004e-08,,6.993600000000001e-08,,17467859.1391839,,14298787.46282315,5.7248000000000004e-08,6.993600000000001e-08,17467859.1391839,14298787.46282315,14298787.46282315,28597574.9256463
2493,369,Sun Feb  9 23:40:34 2014,152.7922489643097,838.0,MANPIPE,NO,Auto,8,3,VIRT,9,372,371,336,74,19,0,2.0259000000000003e-08,4.154e-09,2.6003e-08,3.5310000000000003e-09,49360777.92586011,240731824.74723157,38457101.1037188,283205890.6825262,2.0259000000000003e-08,2.6003e-08,49360777.92586011,38457101.1037188,12819033.7012396,38457101.1037188
2488,319,Sun Feb  9 23:40:18 2014,185.3854010105133,869.0,MANPIPE,NO,Auto,4,7,REPL,9,1170,1004,1442,73,49,0,,2.679e-08,,3.7261000000000005e-08,,37327360.95558044,,26837712.353398994,2.679e-08,3.7261000000000005e-08,37327360.95558044,26837712.353398994,26837712.353398994,187863986.47379297
2494,379,Sun Feb  9 23:40:48 2014,184.5945689678192,861.0,MANPIPE,NO,Auto,8,3,REPL,9,705,497,817,73,57,0,,5.7261000000000006e-08,,6.859000000000001e-08,,17463893.40039468,,14579384.74996355,5.7261000000000006e-08,6.859000000000001e-08,17463893.40039468,14579384.74996355,14579384.74996355,43738154.24989065
2495,389,Sun Feb  9 23:41:18 2014,146.74905705451965,841.0,MANPIPE,NO,Auto,8,4,VIRT,9,594,573,494,74,19,0,1.6462000000000002e-08,4.247e-09,1.8670000000000004e-08,3.3420000000000002e-09,60745960.39363381,235460324.9352484,53561863.95286555,299222022.7408737,1.6462000000000002e-08,1.8670000000000004e-08,60745960.39363381,53561863.95286555,13390465.988216387,53561863.95286555
2497,409,Sun Feb  9 23:42:08 2014,157.9335160255432,837.0,MANPIPE,NO,Auto,8,5,VIRT,9,673,731,586,74,19,0,1.5353000000000002e-08,4.558e-09,1.8191e-08,3.018e-09,65133850.06187715,219394471.25932425,54972239.01929525,331345261.76275676,1.5353000000000002e-08,1.8191e-08,65133850.06187715,54972239.01929525,10994447.803859051,54972239.01929525
2498,419,Sun Feb  9 23:42:08 2014,157.04127407073975,838.0,MANPIPE,NO,Auto,8,6,VIRT,9,752,829,628,74,19,0,1.2661e-08,4.65e-09,1.4797000000000002e-08,3.5040000000000003e-09,78982702.78808941,215053763.4408602,67581266.4729337,285388127.85388124,1.2661e-08,1.4797000000000002e-08,78982702.78808941,67581266.4729337,11263544.412155615,67581266.4729337
2398,2148,Sun Feb  9 22:57:03 2014,2832.901116847992,2533.0,MANPIPE,NO,No,16,6,REPL,8,38895,501,76567,73,0,0,,1.84729e-07,,2.59085e-07,,5413335.209956205,,3859737.1518999557,1.84729e-07,2.59085e-07,5413335.209956205,3859737.1518999557,3859737.1518999557,23158422.911399733
2499,429,Sun Feb  9 23:42:08 2014,178.9798619747162,848.0,MANPIPE,NO,Auto,8,7,VIRT,9,892,989,680,74,19,0,1.1276000000000001e-08,4.7450000000000005e-09,1.4917e-08,4.014e-09,88683930.4717985,210748155.9536354,67037608.098143056,249128051.81863475,1.1276000000000001e-08,1.4917e-08,88683930.4717985,67037608.098143056,9576801.15687758,67037608.098143056
2500,439,Sun Feb  9 23:42:18 2014,159.92045402526855,845.0,MANPIPE,NO,Auto,8,8,VIRT,9,931,1076,760,74,19,0,1.1186e-08,4.85e-09,1.4817000000000001e-08,3.719e-09,89397461.11210442,206185567.0103093,67490045.2183303,268889486.42108095,1.1186e-08,1.4817000000000001e-08,89397461.11210442,67490045.2183303,8436255.652291287,67490045.2183303
2501,449,Sun Feb  9 23:42:18 2014,168.96954202651978,851.0,MANPIPE,NO,Auto,8,9,VIRT,9,1148,1254,843,74,19,0,8.895e-09,5.118000000000001e-09,1.1341e-08,4.204e-09,112422709.38729624,195388823.75928095,88175645.88660611,237868696.4795433,8.895e-09,1.1341e-08,112422709.38729624,88175645.88660611,9797293.987400679,88175645.88660611
2502,459,Sun Feb  9 23:42:33 2014,161.9325659275055,846.0,MANPIPE,NO,Auto,8,10,VIRT,9,985,1135,756,74,19,0,8.895e-09,5.211e-09,1.3935000000000002e-08,4.026e-09,112422709.38729624,191901746.30589136,71761750.98672406,248385494.28713363,8.895e-09,1.3935000000000002e-08,112422709.38729624,71761750.98672406,7176175.098672407,71761750.98672406
2382,1988,Sun Feb  9 22:47:48 2014,3448.9051139354706,2878.0,MANPIPE,NO,No,12,10,REPL,8,46139,830,91121,73,0,0,,1.36076e-07,,2.15033e-07,,7348834.474852288,,4650449.000851032,1.36076e-07,2.15033e-07,7348834.474852288,4650449.000851032,4650449.000851032,46504490.00851032
2496,399,Sun Feb  9 23:41:33 2014,230.33767986297607,872.0,MANPIPE,NO,Auto,8,4,REPL,9,861,628,1090,73,76,0,,5.7261000000000006e-08,,6.9148e-08,,17463893.40039468,,14461734.251171399,5.7261000000000006e-08,6.9148e-08,17463893.40039468,14461734.251171399,14461734.251171399,57846937.004685596
2506,499,Sun Feb  9 23:42:50 2014,154.1426968574524,840.0,MANPIPE,NO,Auto,12,1,REPL,9,198,141,240,57,31,0,,8.772100000000001e-08,,9.962800000000001e-08,,11399778.84429042,,10037338.900710642,8.772100000000001e-08,9.962800000000001e-08,11399778.84429042,10037338.900710642,10037338.900710642,10037338.900710642
2417,2338,Sun Feb  9 23:07:18 2014,2240.5469920635223,2283.0,MANPIPE,NO,No,20,4,REPL,8,33281,342,65565,73,0,0,,2.3351900000000001e-07,,3.63051e-07,,4282306.793023266,,2754433.950051095,2.3351900000000001e-07,3.63051e-07,4282306.793023266,2754433.950051095,2754433.950051095,11017735.80020438
2505,489,Sun Feb  9 23:42:51 2014,162.21353697776794,841.0,MANPIPE,NO,Auto,12,1,VIRT,9,265,199,317,58,31,0,8.7684e-08,3.3060000000000004e-09,1.0178600000000001e-07,2.678e-09,11404589.206696775,302480338.7779794,9824533.82586996,373412994.77221805,8.7684e-08,1.0178600000000001e-07,11404589.206696775,9824533.82586996,9824533.82586996,9824533.82586996
