run_index,sort_order,timestamp,elapsed_time[s],peak_mem_MB,CSLOW_MODE,Allow_BRAM,UseDSP48s,NUM_TERMS,NUM_COPIES,PAR_MODE,repl_index,Slices,Slice-FF,4-LUT,Bonded I/O,DSP48,BRAMs,Syn_minorClk_T,Syn_majorClk_T,Par_minorClk_T,Par_majorClk_T,Syn_minorClk_Freq,Syn_majorClk_Freq,Par_minorClk_Freq,Par_majorClk_Freq,Syn_selClk_T,Par_selClk_T,Syn_selClk_Freq,Par_selClk_Freq,Stream_Freq,Total_Throughput
2,20,Wed Feb  5 17:25:40 2014,109.77891111373901,820.0,MANPIPE,NO,Auto,2,1,VIRT,0,166,161,133,58,1,0,7.719000000000001e-09,3.2280000000000004e-09,1.3857e-08,2.689e-09,129550459.90413263,309789343.2465923,72165692.42981887,371885459.2785422,7.719000000000001e-09,1.3857e-08,129550459.90413263,72165692.42981887,72165692.42981887,72165692.42981887
3,30,Wed Feb  5 17:25:46 2014,112.43575501441956,817.0,MANPIPE,NO,Auto,2,1,REPL,0,126,128,86,57,1,0,,7.756e-09,,1.4115000000000001e-08,,128932439.40175349,,70846617.0740347,7.756e-09,1.4115000000000001e-08,128932439.40175349,70846617.0740347,70846617.0740347,70846617.0740347
4,40,Wed Feb  5 17:25:39 2014,123.03037595748901,821.0,MANPIPE,NO,Auto,2,2,VIRT,0,196,255,145,74,1,0,6.453000000000001e-09,3.996e-09,1.1257000000000001e-08,2.7440000000000005e-09,154966682.16333488,250250250.25025025,88833614.63977969,364431486.8804664,6.453000000000001e-09,1.1257000000000001e-08,154966682.16333488,88833614.63977969,44416807.31988984,88833614.63977969
5,50,Wed Feb  5 17:25:49 2014,116.35339879989624,828.0,MANPIPE,NO,Auto,2,2,REPL,0,231,244,161,73,2,0,,7.756e-09,,1.4168e-08,,128932439.40175349,,70581592.32072276,7.756e-09,1.4168e-08,128932439.40175349,70581592.32072276,70581592.32072276,141163184.64144552
6,60,Wed Feb  5 17:25:40 2014,118.96542382240295,825.0,MANPIPE,NO,Auto,2,3,VIRT,0,577,539,452,74,1,0,3.4100000000000004e-09,3.0019999999999998e-09,5.92e-09,3.429e-09,293255131.96480936,333111259.16055965,168918918.9189189,291630212.8900554,3.4100000000000004e-09,5.92e-09,293255131.96480936,168918918.9189189,56306306.3063063,168918918.9189189
7,70,Wed Feb  5 17:25:40 2014,122.01422619819641,826.0,MANPIPE,NO,Auto,2,3,REPL,0,483,452,498,73,3,0,,7.768e-09,,1.3506e-08,,128733264.67559217,,74041166.88879016,7.768e-09,1.3506e-08,128733264.67559217,74041166.88879016,74041166.88879016,222123500.66637048
9,90,Wed Feb  5 17:25:40 2014,124.60859990119934,819.0,MANPIPE,NO,Auto,3,1,REPL,0,144,141,103,57,4,0,,1.913e-08,,2.1896000000000003e-08,,52273915.316257186,,45670442.08987942,1.913e-08,2.1896000000000003e-08,52273915.316257186,45670442.08987942,45670442.08987942,45670442.08987942
8,80,Wed Feb  5 17:25:52 2014,116.0984399318695,822.0,MANPIPE,NO,Auto,3,1,VIRT,0,169,177,163,58,4,0,1.9093e-08,3.2280000000000004e-09,2.1593e-08,2.4830000000000002e-09,52375216.047766194,309789343.2465923,46311304.589450285,402738622.63391054,1.9093e-08,2.1593e-08,52375216.047766194,46311304.589450285,46311304.589450285,46311304.589450285
10,100,Wed Feb  5 17:25:54 2014,126.88531589508057,829.0,MANPIPE,NO,Auto,3,2,VIRT,0,252,272,164,74,4,0,1.0483000000000002e-08,4.0170000000000005e-09,1.3955000000000002e-08,3.076e-09,95392540.30334826,248941996.51481202,71658903.61877462,325097529.2587776,1.0483000000000002e-08,1.3955000000000002e-08,95392540.30334826,71658903.61877462,35829451.80938731,71658903.61877462
11,110,Wed Feb  5 17:27:09 2014,122.95616912841797,825.0,MANPIPE,NO,Auto,3,2,REPL,0,254,269,196,73,8,0,,1.913e-08,,2.6430000000000002e-08,,52273915.316257186,,37835792.65985622,1.913e-08,2.6430000000000002e-08,52273915.316257186,37835792.65985622,37835792.65985622,75671585.31971245
12,120,Wed Feb  5 17:27:54 2014,120.40136504173279,825.0,MANPIPE,NO,Auto,3,3,VIRT,0,469,467,304,74,4,0,8.814e-09,4.202e-09,9.222e-09,3.736e-09,113455865.66825505,237981913.3745835,108436347.86380395,267665952.89079228,8.814e-09,9.222e-09,113455865.66825505,108436347.86380395,36145449.28793465,108436347.86380395
13,130,Wed Feb  5 17:27:54 2014,129.11636400222778,839.0,MANPIPE,NO,Auto,3,3,REPL,0,557,497,590,73,12,0,,1.9143e-08,,2.7749e-08,,52238416.1312229,,36037334.678727165,1.9143e-08,2.7749e-08,52238416.1312229,36037334.678727165,36037334.678727165,108112004.0361815
14,140,Wed Feb  5 17:28:09 2014,120.45050978660583,829.0,MANPIPE,NO,Auto,3,4,VIRT,0,429,433,304,74,4,0,7.09e-09,4.0010000000000006e-09,9.277e-09,4.221e-09,141043723.55430183,249937515.6210947,107793467.71585643,236910684.6718787,7.09e-09,9.277e-09,141043723.55430183,107793467.71585643,26948366.92896411,107793467.71585643
15,150,Wed Feb  5 17:29:09 2014,138.2056839466095,839.0,MANPIPE,NO,Auto,3,4,REPL,0,675,628,786,73,16,0,,1.9143e-08,,2.7404000000000002e-08,,52238416.1312229,,36491023.208290756,1.9143e-08,2.7404000000000002e-08,52238416.1312229,36491023.208290756,36491023.208290756,145964092.83316302
16,160,Wed Feb  5 17:30:13 2014,127.15877795219421,831.0,MANPIPE,NO,Auto,3,5,VIRT,0,562,566,375,74,4,0,5.026e-09,4.042e-09,7.389000000000001e-09,4.190000000000001e-09,198965380.02387586,247402276.10094014,135336310.73216942,238663484.48687348,5.026e-09,7.389000000000001e-09,198965380.02387586,135336310.73216942,27067262.146433882,135336310.73216942
17,170,Wed Feb  5 17:31:43 2014,149.39331889152527,849.0,MANPIPE,NO,Auto,3,5,REPL,0,890,780,972,73,20,0,,1.9143e-08,,2.4978000000000004e-08,,52238416.1312229,,40035231.00328288,1.9143e-08,2.4978000000000004e-08,52238416.1312229,40035231.00328288,40035231.00328288,200176155.0164144
18,180,Wed Feb  5 17:34:28 2014,121.45270705223083,829.0,MANPIPE,NO,Auto,4,1,VIRT,0,189,177,178,58,7,0,2.674e-08,3.2280000000000004e-09,3.0492000000000006e-08,2.6330000000000003e-09,37397157.81600598,309789343.2465923,32795487.34094188,379794910.74819595,2.674e-08,3.0492000000000006e-08,37397157.81600598,32795487.34094188,32795487.34094188,32795487.34094188
19,190,Wed Feb  5 17:36:44 2014,117.63070702552795,822.0,MANPIPE,NO,Auto,4,1,REPL,0,156,141,120,57,7,0,,2.6777000000000002e-08,,3.0624000000000003e-08,,37345483.063823424,,32654127.481713686,2.6777000000000002e-08,3.0624000000000003e-08,37345483.063823424,32654127.481713686,32654127.481713686,32654127.481713686
20,200,Wed Feb  5 17:36:44 2014,118.7044780254364,830.0,MANPIPE,NO,Auto,4,2,VIRT,0,286,272,204,74,7,0,1.4405e-08,3.969e-09,1.8811000000000002e-08,3.4340000000000003e-09,69420340.15966678,251952632.90501386,53160384.88118654,291205591.14735,1.4405e-08,1.8811000000000002e-08,69420340.15966678,53160384.88118654,26580192.44059327,53160384.88118654
21,210,Wed Feb  5 17:36:58 2014,131.58456802368164,827.0,MANPIPE,NO,Auto,4,2,REPL,0,314,269,229,73,14,0,,2.6777000000000002e-08,,3.4844000000000004e-08,,37345483.063823424,,28699345.654919066,2.6777000000000002e-08,3.4844000000000004e-08,37345483.063823424,28699345.654919066,28699345.654919066,57398691.30983813
22,220,Wed Feb  5 17:37:43 2014,135.34379696846008,828.0,MANPIPE,NO,Auto,4,3,VIRT,0,468,468,318,74,7,0,1.0948000000000001e-08,4.202e-09,1.3074e-08,3.8470000000000005e-09,91340884.17975885,237981913.3745835,76487685.4826373,259942812.5812321,1.0948000000000001e-08,1.3074e-08,91340884.17975885,76487685.4826373,25495895.1608791,76487685.4826373
23,230,Wed Feb  5 17:38:58 2014,140.13707995414734,836.0,MANPIPE,NO,Auto,4,3,REPL,0,544,497,636,73,21,0,,2.679e-08,,3.4343000000000005e-08,,37327360.95558044,,29118015.31607605,2.679e-08,3.4343000000000005e-08,37327360.95558044,29118015.31607605,29118015.31607605,87354045.94822815
24,240,Wed Feb  5 17:39:28 2014,128.56705379486084,835.0,MANPIPE,NO,Auto,4,4,VIRT,0,559,572,373,74,7,0,8.882e-09,4.2950000000000006e-09,1.2019000000000002e-08,3.814e-09,112587255.1227201,232828870.7799767,83201597.47067143,262191924.48872572,8.882e-09,1.2019000000000002e-08,112587255.1227201,83201597.47067143,20800399.367667858,83201597.47067143
25,250,Wed Feb  5 17:39:58 2014,152.22268509864807,849.0,MANPIPE,NO,Auto,4,4,REPL,0,679,628,850,73,28,0,,2.679e-08,,3.5793999999999996e-08,,37327360.95558044,,27937643.180421304,2.679e-08,3.5793999999999996e-08,37327360.95558044,27937643.180421304,27937643.180421304,111750572.72168522
26,260,Wed Feb  5 17:42:43 2014,131.14390182495117,832.0,MANPIPE,NO,Auto,4,5,VIRT,0,534,564,389,74,7,0,7.818000000000001e-09,4.558e-09,1.2166000000000001e-08,3.816e-09,127909951.39421846,219394471.25932425,82196284.72793029,262054507.3375262,7.818000000000001e-09,1.2166000000000001e-08,127909951.39421846,82196284.72793029,16439256.94558606,82196284.72793029
27,270,Wed Feb  5 17:44:28 2014,158.945307970047,849.0,MANPIPE,NO,Auto,4,5,REPL,0,917,780,1051,73,35,0,,2.679e-08,,3.3617e-08,,37327360.95558044,,29746854.27016093,2.679e-08,3.3617e-08,37327360.95558044,29746854.27016093,29746854.27016093,148734271.35080463
28,280,Wed Feb  5 17:47:13 2014,137.61821603775024,833.0,MANPIPE,NO,Auto,4,6,VIRT,0,622,658,458,74,7,0,7.582e-09,4.3570000000000006e-09,1.3345000000000001e-08,3.913e-09,131891321.55104195,229515721.82694513,74934432.37167478,255558395.09327883,7.582e-09,1.3345000000000001e-08,131891321.55104195,74934432.37167478,12489072.061945796,74934432.37167478
29,290,Wed Feb  5 17:49:43 2014,169.80032896995544,862.0,MANPIPE,NO,Auto,4,6,REPL,0,1115,859,1243,73,42,0,,2.679e-08,,3.4052e-08,,37327360.95558044,,29366850.698931046,2.679e-08,3.4052e-08,37327360.95558044,29366850.698931046,29366850.698931046,176201104.1935863
30,300,Wed Feb  5 21:00:56 2014,132.44017887115479,835.0,MANPIPE,NO,Auto,4,7,VIRT,0,765,790,506,74,7,0,5.094000000000001e-09,4.628e-09,7.529e-09,5.061000000000001e-09,196309383.5885355,216076058.77268797,132819763.58082081,197589409.20766646,5.094000000000001e-09,7.529e-09,196309383.5885355,132819763.58082081,18974251.94011726,132819763.58082081
31,310,Wed Feb  5 21:03:11 2014,192.8619840145111,864.0,MANPIPE,NO,Auto,4,7,REPL,0,1226,1004,1442,73,49,0,,2.679e-08,,3.3661000000000006e-08,,37327360.95558044,,29707970.648524992,2.679e-08,3.3661000000000006e-08,37327360.95558044,29707970.648524992,29707970.648524992,207955794.53967494
32,320,Wed Feb  5 21:15:11 2014,137.47093892097473,828.0,MANPIPE,NO,Auto,8,1,VIRT,0,224,199,258,58,19,0,5.7211e-08,3.3060000000000004e-09,6.8112e-08,2.396e-09,17479156.106343184,302480338.7779794,14681700.728212357,417362270.45075125,5.7211e-08,6.8112e-08,17479156.106343184,14681700.728212357,14681700.728212357,14681700.728212357
33,330,Wed Feb  5 21:17:41 2014,144.7573058605194,827.0,MANPIPE,NO,Auto,8,1,REPL,0,192,141,180,57,19,0,,5.7248000000000004e-08,,6.5259e-08,,17467859.1391839,,15323556.904028563,5.7248000000000004e-08,6.5259e-08,17467859.1391839,15323556.904028563,15323556.904028563,15323556.904028563
34,340,Wed Feb  5 21:20:11 2014,135.36515402793884,830.0,MANPIPE,NO,Auto,8,2,VIRT,0,299,240,256,74,19,0,3.0008e-08,3.969e-09,3.5363000000000004e-08,3.876e-09,33324446.814182885,251952632.90501386,28278143.82263948,257997936.01651186,3.0008e-08,3.5363000000000004e-08,33324446.814182885,28278143.82263948,14139071.91131974,28278143.82263948
35,350,Wed Feb  5 21:22:41 2014,152.82140588760376,840.0,MANPIPE,NO,Auto,8,2,REPL,0,391,269,349,73,38,0,,5.7248000000000004e-08,,6.9902e-08,,17467859.1391839,,14305742.324969243,5.7248000000000004e-08,6.9902e-08,17467859.1391839,14305742.324969243,14305742.324969243,28611484.649938487
36,360,Wed Feb  5 21:25:26 2014,146.3341579437256,832.0,MANPIPE,NO,Auto,8,3,VIRT,0,338,371,335,74,19,0,2.0259000000000003e-08,4.154e-09,2.2175000000000002e-08,3.467e-09,49360777.92586011,240731824.74723157,45095828.63585118,288433804.4418806,2.0259000000000003e-08,2.2175000000000002e-08,49360777.92586011,45095828.63585118,15031942.878617061,45095828.63585118
37,370,Wed Feb  5 21:25:56 2014,189.59011602401733,861.0,MANPIPE,NO,Auto,8,3,REPL,0,699,497,817,73,57,0,,5.7261000000000006e-08,,7.087300000000002e-08,,17463893.40039468,,14109745.601286806,5.7261000000000006e-08,7.087300000000002e-08,17463893.40039468,14109745.601286806,14109745.601286806,42329236.80386042
38,380,Wed Feb  5 21:27:56 2014,154.07024312019348,841.0,MANPIPE,NO,Auto,8,4,VIRT,0,634,573,494,74,19,0,1.6462000000000002e-08,4.247e-09,2.0517e-08,3.723e-09,60745960.39363381,235460324.9352484,48740069.21089828,268600590.9213,1.6462000000000002e-08,2.0517e-08,60745960.39363381,48740069.21089828,12185017.30272457,48740069.21089828
39,390,Wed Feb  5 21:27:56 2014,197.99980092048645,872.0,MANPIPE,NO,Auto,8,4,REPL,0,865,628,1090,73,76,0,,5.7261000000000006e-08,,7.051900000000001e-08,,17463893.40039468,,14180575.447751667,5.7261000000000006e-08,7.051900000000001e-08,17463893.40039468,14180575.447751667,14180575.447751667,56722301.79100667
40,400,Wed Feb  5 21:29:11 2014,159.14812517166138,837.0,MANPIPE,NO,Auto,8,5,VIRT,0,674,731,586,74,19,0,1.5353000000000002e-08,4.558e-09,1.8243e-08,3.114e-09,65133850.06187715,219394471.25932425,54815545.68875733,321130378.9338471,1.5353000000000002e-08,1.8243e-08,65133850.06187715,54815545.68875733,10963109.137751466,54815545.68875733
41,410,Wed Feb  5 21:39:41 2014,161.04595303535461,838.0,MANPIPE,NO,Auto,8,6,VIRT,0,732,829,628,74,19,0,1.2661e-08,4.65e-09,1.5258e-08,3.76e-09,78982702.78808941,215053763.4408602,65539389.172892906,265957446.80851063,1.2661e-08,1.5258e-08,78982702.78808941,65539389.172892906,10923231.528815484,65539389.172892906
42,420,Wed Feb  5 21:41:11 2014,152.87769412994385,842.0,MANPIPE,NO,Auto,8,7,VIRT,0,786,989,680,74,19,0,1.1276000000000001e-08,4.7450000000000005e-09,1.4295000000000002e-08,3.848e-09,88683930.4717985,210748155.9536354,69954529.55578873,259875259.87525988,1.1276000000000001e-08,1.4295000000000002e-08,88683930.4717985,69954529.55578873,9993504.222255532,69954529.55578873
43,430,Wed Feb  5 21:42:26 2014,168.52795720100403,845.0,MANPIPE,NO,Auto,8,8,VIRT,0,887,1076,760,74,19,0,1.1186e-08,4.85e-09,1.3876e-08,3.6710000000000002e-09,89397461.11210442,206185567.0103093,72066878.06284232,272405339.14464724,1.1186e-08,1.3876e-08,89397461.11210442,72066878.06284232,9008359.75785529,72066878.06284232
44,440,Wed Feb  5 21:43:56 2014,168.14949488639832,851.0,MANPIPE,NO,Auto,8,9,VIRT,0,1088,1254,843,74,19,0,8.895e-09,5.118000000000001e-09,1.5345000000000003e-08,3.796e-09,112422709.38729624,195388823.75928095,65167807.10329096,263435194.9420443,8.895e-09,1.5345000000000003e-08,112422709.38729624,65167807.10329096,7240867.455921218,65167807.10329096
45,450,Wed Feb  5 21:46:56 2014,156.8049280643463,846.0,MANPIPE,NO,Auto,8,10,VIRT,0,1087,1135,756,74,19,0,8.895e-09,5.211e-09,1.3924000000000001e-08,4.463e-09,112422709.38729624,191901746.30589136,71818442.97615626,224064530.58480844,8.895e-09,1.3924000000000001e-08,112422709.38729624,71818442.97615626,7181844.297615627,71818442.97615626
46,460,Wed Feb  5 21:53:41 2014,164.93778920173645,849.0,MANPIPE,NO,Auto,8,12,VIRT,0,1161,1313,898,74,19,0,8.895e-09,5.186e-09,1.4704000000000002e-08,4.618e-09,112422709.38729624,192826841.49633628,68008705.11425461,216543958.42355996,8.895e-09,1.4704000000000002e-08,112422709.38729624,68008705.11425461,5667392.092854551,68008705.11425461
47,470,Wed Feb  5 21:56:09 2014,170.75574803352356,854.0,MANPIPE,NO,Auto,8,14,VIRT,0,1278,1534,1072,74,19,0,7.994e-09,5.422e-09,1.5807e-08,4.088e-09,125093820.36527395,184433788.27001107,63263111.27981274,244618395.30332682,7.994e-09,1.5807e-08,125093820.36527395,63263111.27981274,4518793.662843767,63263111.27981274
48,480,Wed Feb  5 21:59:09 2014,147.67278504371643,842.0,MANPIPE,NO,Auto,12,1,VIRT,0,266,199,317,58,31,0,8.7684e-08,3.3060000000000004e-09,1.02515e-07,2.7540000000000002e-09,11404589.206696775,302480338.7779794,9754670.048285617,363108206.2454611,8.7684e-08,1.02515e-07,11404589.206696775,9754670.048285617,9754670.048285617,9754670.048285617
49,490,Wed Feb  5 22:20:09 2014,146.9938519001007,840.0,MANPIPE,NO,Auto,12,1,REPL,0,206,141,240,57,31,0,,8.772100000000001e-08,,9.838500000000002e-08,,11399778.84429042,,10164151.039284442,8.772100000000001e-08,9.838500000000002e-08,11399778.84429042,10164151.039284442,10164151.039284442,10164151.039284442
50,500,Wed Feb  5 22:21:24 2014,154.77977299690247,841.0,MANPIPE,NO,Auto,12,2,VIRT,0,333,239,344,74,31,0,4.5303e-08,3.969e-09,5.3107e-08,3.9710000000000005e-09,22073593.360263117,251952632.90501386,18829909.428135652,251825736.5902795,4.5303e-08,5.3107e-08,22073593.360263117,18829909.428135652,9414954.714067826,18829909.428135652
51,510,Wed Feb  5 22:24:09 2014,182.36246800422668,850.0,MANPIPE,NO,Auto,12,2,REPL,0,442,269,469,73,62,0,,8.772100000000001e-08,,1.04524e-07,,11399778.84429042,,9567180.7431786,8.772100000000001e-08,1.04524e-07,11399778.84429042,9567180.7431786,9567180.7431786,19134361.4863572
52,520,Wed Feb  5 22:47:39 2014,154.5788378715515,837.0,MANPIPE,NO,Auto,12,3,VIRT,0,446,371,472,74,31,0,3.1640000000000004e-08,4.154e-09,3.6009e-08,3.802e-09,31605562.579013903,240731824.74723157,27770835.069010522,263019463.4402946,3.1640000000000004e-08,3.6009e-08,31605562.579013903,27770835.069010522,9256945.023003507,27770835.069010522
54,540,Wed Feb  5 23:02:54 2014,157.22510194778442,840.0,MANPIPE,NO,Auto,12,4,VIRT,0,557,469,499,74,31,0,2.4060000000000002e-08,4.247e-09,2.7123000000000004e-08,3.97e-09,41562759.76724854,235460324.9352484,36869077.904361606,251889168.76574308,2.4060000000000002e-08,2.7123000000000004e-08,41562759.76724854,36869077.904361606,9217269.476090401,36869077.904361606
53,530,Wed Feb  5 23:02:09 2014,238.48803210258484,877.0,MANPIPE,NO,Auto,12,3,REPL,0,762,497,998,73,93,0,,8.7734e-08,,1.11279e-07,,11398089.680169605,,8986421.517087681,8.7734e-08,1.11279e-07,11398089.680169605,8986421.517087681,8986421.517087681,26959264.55126304
55,550,Wed Feb  5 23:06:09 2014,159.67736196517944,847.0,MANPIPE,NO,Auto,12,5,VIRT,0,610,601,521,74,31,0,2.0467e-08,4.51e-09,2.6634000000000002e-08,3.732000000000001e-09,48859139.10196902,221729490.02217293,37545993.842457004,267952840.30010712,2.0467e-08,2.6634000000000002e-08,48859139.10196902,37545993.842457004,7509198.7684914,37545993.842457004
56,560,Wed Feb  5 23:20:54 2014,177.31323885917664,850.0,MANPIPE,NO,Auto,12,6,VIRT,0,923,829,785,74,31,0,1.6475000000000004e-08,4.6020000000000004e-09,1.9527000000000003e-08,4.116e-09,60698027.314112276,217296827.46631896,51211143.544835344,242954324.58697763,1.6475000000000004e-08,1.9527000000000003e-08,60698027.314112276,51211143.544835344,8535190.59080589,51211143.544835344
57,570,Wed Feb  5 23:25:24 2014,171.96177697181702,852.0,MANPIPE,NO,Auto,12,7,VIRT,0,955,989,847,74,31,0,1.5420000000000002e-08,4.697000000000001e-09,1.834e-08,3.5780000000000003e-09,64850843.060959786,212901852.24611452,54525627.04471101,279485746.2269424,1.5420000000000002e-08,1.834e-08,64850843.060959786,54525627.04471101,7789375.292101572,54525627.04471101
58,580,Wed Feb  5 23:33:09 2014,175.15140295028687,854.0,MANPIPE,NO,Auto,12,8,VIRT,0,954,1091,885,74,31,0,1.504e-08,4.85e-09,1.9052e-08,4.167e-09,66489361.70212766,206185567.0103093,52487927.77661138,239980801.5358771,1.504e-08,1.9052e-08,66489361.70212766,52487927.77661138,6560990.972076423,52487927.77661138
59,590,Wed Feb  5 23:48:54 2014,182.48927783966064,860.0,MANPIPE,NO,Auto,12,9,VIRT,0,1312,1388,1194,74,31,0,1.2674e-08,5.118000000000001e-09,1.694e-08,3.967e-09,78901688.49613382,195388823.75928095,59031877.21369539,252079657.17166623,1.2674e-08,1.694e-08,78901688.49613382,59031877.21369539,6559097.468188377,59031877.21369539
60,600,Thu Feb  6 02:41:31 2014,175.68609499931335,853.0,MANPIPE,NO,Auto,12,10,VIRT,0,1065,1352,994,74,31,0,1.2674e-08,5.211e-09,1.5353000000000002e-08,4.095e-09,78901688.49613382,191901746.30589136,65133850.06187715,244200244.20024422,1.2674e-08,1.5353000000000002e-08,78901688.49613382,65133850.06187715,6513385.006187715,65133850.06187715
61,610,Thu Feb  6 02:43:01 2014,198.62069010734558,864.0,MANPIPE,NO,Auto,12,12,VIRT,0,1619,2007,1069,74,31,0,1.1744e-08,5.480000000000001e-09,1.5750000000000002e-08,3.6230000000000004e-09,85149863.76021798,182481751.82481748,63492063.492063485,276014352.7463428,1.1744e-08,1.5750000000000002e-08,85149863.76021798,63492063.492063485,5291005.29100529,63492063.492063485
62,620,Thu Feb  6 02:46:31 2014,197.30549097061157,872.0,MANPIPE,NO,Auto,12,14,VIRT,0,1697,2361,1356,74,31,0,8.895e-09,5.422e-09,1.379e-08,3.4940000000000005e-09,112422709.38729624,184433788.27001107,72516316.17113851,286204922.7246708,8.895e-09,1.379e-08,112422709.38729624,72516316.17113851,5179736.869367036,72516316.17113851
63,630,Thu Feb  6 02:50:01 2014,187.0048851966858,861.0,MANPIPE,NO,Auto,12,16,VIRT,0,1578,1797,1182,74,31,0,8.895e-09,5.669e-09,1.2489000000000002e-08,4.608e-09,112422709.38729624,176397953.7837361,80070462.00656576,217013888.8888889,8.895e-09,1.2489000000000002e-08,112422709.38729624,80070462.00656576,5004403.87541036,80070462.00656576
64,640,Thu Feb  6 02:53:16 2014,214.892728805542,870.0,MANPIPE,NO,Auto,12,20,VIRT,0,1985,2159,1564,74,31,0,8.895e-09,6.305e-09,1.1618000000000002e-08,5.474000000000001e-09,112422709.38729624,158604282.3156225,86073334.48097777,182681768.3595177,8.895e-09,1.1618000000000002e-08,112422709.38729624,86073334.48097777,4303666.724048888,86073334.48097777
65,650,Thu Feb  6 02:56:54 2014,165.35174989700317,840.0,MANPIPE,NO,Auto,16,1,VIRT,0,292,199,376,58,43,0,1.18366e-07,3.3060000000000004e-09,1.3823900000000002e-07,2.5390000000000004e-09,8448371.998715848,302480338.7779794,7233848.624483683,393855848.759354,1.18366e-07,1.3823900000000002e-07,8448371.998715848,7233848.624483683,7233848.624483683,7233848.624483683
66,660,Thu Feb  6 03:15:54 2014,167.72306990623474,839.0,MANPIPE,NO,Auto,16,1,REPL,0,253,141,298,57,43,0,,1.1840300000000002e-07,,1.33148e-07,,8445731.949359389,,7510439.510920179,1.1840300000000002e-07,1.33148e-07,8445731.949359389,7510439.510920179,7510439.510920179,7510439.510920179
67,670,Thu Feb  6 03:21:09 2014,173.2235598564148,839.0,MANPIPE,NO,Auto,16,2,VIRT,0,363,238,386,74,43,0,6.0635e-08,3.969e-09,6.874200000000001e-08,4.096000000000001e-09,16492125.010307578,251952632.90501386,14547147.304413604,244140624.99999997,6.0635e-08,6.874200000000001e-08,16492125.010307578,14547147.304413604,7273573.652206802,14547147.304413604
68,680,Thu Feb  6 03:24:09 2014,214.36718797683716,867.0,MANPIPE,NO,Auto,16,2,REPL,0,499,269,585,73,86,0,,1.1840300000000002e-07,,1.43731e-07,,8445731.949359389,,6957441.331375973,1.1840300000000002e-07,1.43731e-07,8445731.949359389,6957441.331375973,6957441.331375973,13914882.662751947
69,690,Thu Feb  6 03:27:54 2014,169.855309009552,840.0,MANPIPE,NO,Auto,16,3,VIRT,0,451,370,458,74,43,0,4.2768e-08,4.154e-09,4.905e-08,4.329e-09,23381967.826412268,240731824.74723157,20387359.83690112,231000231.000231,4.2768e-08,4.905e-08,23381967.826412268,20387359.83690112,6795786.612300374,20387359.83690112
70,700,Thu Feb  6 03:30:54 2014,176.3526861667633,850.0,MANPIPE,NO,Auto,16,4,VIRT,0,578,469,599,74,43,0,3.2026000000000005e-08,4.247e-09,3.6059e-08,3.925e-09,31224629.988134637,235460324.9352484,27732327.57425331,254777070.06369424,3.2026000000000005e-08,3.6059e-08,31224629.988134637,27732327.57425331,6933081.893563327,27732327.57425331
71,710,Thu Feb  6 03:41:09 2014,170.486013174057,851.0,MANPIPE,NO,Auto,16,5,VIRT,0,704,601,637,74,43,0,2.8139e-08,4.51e-09,3.5595999999999997e-08,3.805e-09,35537865.595792316,221729490.02217293,28093044.162265427,262812089.3561104,2.8139e-08,3.5595999999999997e-08,35537865.595792316,28093044.162265427,5618608.832453085,28093044.162265427
72,720,Thu Feb  6 03:42:54 2014,171.91543912887573,852.0,MANPIPE,NO,Auto,16,6,VIRT,0,703,698,678,74,43,0,2.3323000000000003e-08,4.6020000000000004e-09,2.932e-08,3.733e-09,42876130.85795137,217296827.46631896,34106412.00545703,267881060.8090008,2.3323000000000003e-08,2.932e-08,42876130.85795137,34106412.00545703,5684402.0009095045,34106412.00545703
73,730,Thu Feb  6 03:44:09 2014,178.84582805633545,853.0,MANPIPE,NO,Auto,16,7,VIRT,0,802,826,673,74,43,0,2.0432e-08,4.697000000000001e-09,2.7484000000000003e-08,4.21e-09,48942834.76898982,212901852.24611452,36384805.70513753,237529691.2114014,2.0432e-08,2.7484000000000003e-08,48942834.76898982,36384805.70513753,5197829.3864482185,36384805.70513753
74,740,Thu Feb  6 03:45:54 2014,180.96675395965576,860.0,MANPIPE,NO,Auto,16,8,VIRT,0,1051,1093,981,74,43,0,1.9888000000000002e-08,4.802e-09,2.4126000000000004e-08,4.545e-09,50281576.83024939,208246563.93169513,41449059.10635828,220022002.20022002,1.9888000000000002e-08,2.4126000000000004e-08,50281576.83024939,41449059.10635828,5181132.388294785,41449059.10635828
75,750,Thu Feb  6 03:47:24 2014,209.42643189430237,864.0,MANPIPE,NO,Auto,16,9,VIRT,0,1347,1388,1315,74,43,0,1.6848e-08,5.070000000000001e-09,2.2347e-08,3.802e-09,59354226.02089269,197238658.7771203,44748735.84821229,263019463.4402946,1.6848e-08,2.2347e-08,59354226.02089269,44748735.84821229,4972081.760912476,44748735.84821229
76,760,Thu Feb  6 03:51:24 2014,189.69717812538147,863.0,MANPIPE,NO,Auto,16,10,VIRT,0,1191,1353,1144,74,43,0,1.5923e-08,5.1630000000000005e-09,1.9693000000000003e-08,3.629e-09,62802235.75959304,193685841.56498158,50779464.784441166,275558004.9600441,1.5923e-08,1.9693000000000003e-08,62802235.75959304,50779464.784441166,5077946.478444116,50779464.784441166
